0	1	50	5000	50000000	50000000000	490665600000	100.0	0	000	X'00'	X'00'
1	0	49	4900	49000000	49000000000	490752000000	50.0	1	001	X'0101'	X'01'
2	1	48	4800	48000000	48000000000	490838400000	33.333333333333336	2	002	X'020202'	X'02'
3	0	47	4700	47000000	47000000000	490924800000	25.0	3	003	X'03030303'	X'03'
4	1	46	4600	46000000	46000000000	491011200000	20.0	4	004	X'0404040404'	X'04'
5	0	45	4500	45000000	45000000000	491097600000	16.666666666666668	5	005	X'05'	X'05'
6	1	44	4400	44000000	44000000000	491184000000	14.285714285714286	6	006	X'0606'	X'06'
7	0	43	4300	43000000	43000000000	491270400000	12.5	7	007	X'070707'	X'07'
8	1	42	4200	42000000	42000000000	491356800000	11.11111111111111	8	008	X'08080808'	X'08'
9	0	41	4100	41000000	41000000000	491443200000	10.0	9	009	X'0909090909'	X'09'
10	1	40	4000	40000000	40000000000	491529600000	9.090909090909092	10	010	X'0A'	X'0A'
11	0	39	3900	39000000	39000000000	491616000000	8.333333333333334	11	011	X'0B0B'	X'0B'
12	1	38	3800	38000000	38000000000	491702400000	7.6923076923076925	12	012	X'0C0C0C'	X'0C'
13	0	37	3700	37000000	37000000000	491788800000	7.142857142857143	13	013	X'0D0D0D0D'	X'0D'
14	1	36	3600	36000000	36000000000	491875200000	6.666666666666667	14	014	X'0E0E0E0E0E'	X'0E'
15	0	35	3500	35000000	35000000000	491961600000	6.25	15	015	X'0F'	X'0F'
16	1	34	3400	34000000	34000000000	492048000000	5.882352941176471	16	016	X'1010'	X'10'
17	0	33	3300	33000000	33000000000	492134400000	5.555555555555555	17	017	X'111111'	X'11'
18	1	32	3200	32000000	32000000000	492220800000	5.2631578947368425	18	018	X'12121212'	X'12'
19	0	31	3100	31000000	31000000000	492307200000	5.0	19	019	X'1313131313'	X'13'
20	1	30	3000	30000000	30000000000	492393600000	4.761904761904762	20	020	X'14'	X'14'
21	0	29	2900	29000000	29000000000	492480000000	4.545454545454546	21	021	X'1515'	X'15'
22	1	28	2800	28000000	28000000000	492566400000	4.3478260869565215	22	022	X'161616'	X'16'
23	0	27	2700	27000000	27000000000	492652800000	4.166666666666667	23	023	X'17171717'	X'17'
24	1	26	2600	26000000	26000000000	492739200000	4.0	24	024	X'1818181818'	X'18'
25	0	25	2500	25000000	25000000000	492825600000	3.8461538461538463	25	025	X'19'	X'19'
26	1	24	2400	24000000	24000000000	492912000000	3.7037037037037037	26	026	X'1A1A'	X'1A'
27	0	23	2300	23000000	23000000000	492998400000	3.5714285714285716	27	027	X'1B1B1B'	X'1B'
28	1	22	2200	22000000	22000000000	493084800000	3.4482758620689653	28	028	X'1C1C1C1C'	X'1C'
29	0	21	2100	21000000	21000000000	493171200000	3.3333333333333335	29	029	X'1D1D1D1D1D'	X'1D'
30	1	20	2000	20000000	20000000000	493257600000	3.225806451612903	30	030	X'1E'	X'1E'
31	0	19	1900	19000000	19000000000	493344000000	3.125	31	031	X'1F1F'	X'1F'
32	1	18	1800	18000000	18000000000	493430400000	3.0303030303030303	32	032	X'202020'	X'20'
33	0	17	1700	17000000	17000000000	493516800000	2.9411764705882355	33	033	X'21212121'	X'21'
34	1	16	1600	16000000	16000000000	493603200000	2.857142857142857	34	034	X'2222222222'	X'22'
35	0	15	1500	15000000	15000000000	493689600000	2.7777777777777777	35	035	X'23'	X'23'
36	1	14	1400	14000000	14000000000	493776000000	2.7027027027027026	36	036	X'2424'	X'24'
37	0	13	1300	13000000	13000000000	493862400000	2.6315789473684212	37	037	X'252525'	X'25'
38	1	12	1200	12000000	12000000000	493948800000	2.5641025641025643	38	038	X'26262626'	X'26'
39	0	11	1100	11000000	11000000000	494035200000	2.5	39	039	X'2727272727'	X'27'
40	1	10	1000	10000000	10000000000	494121600000	2.4390243902439024	40	040	X'28'	X'28'
41	0	9	900	9000000	9000000000	494208000000	2.380952380952381	41	041	X'2929'	X'29'
42	1	8	800	8000000	8000000000	494294400000	2.3255813953488373	42	042	X'2A2A2A'	X'2A'
43	0	7	700	7000000	7000000000	494380800000	2.272727272727273	43	043	X'2B2B2B2B'	X'2B'
44	1	6	600	6000000	6000000000	494467200000	2.2222222222222223	44	044	X'2C2C2C2C2C'	X'2C'
45	0	5	500	5000000	5000000000	494553600000	2.1739130434782608	45	045	X'2D'	X'2D'
46	1	4	400	4000000	4000000000	494640000000	2.127659574468085	46	046	X'2E2E'	X'2E'
47	0	3	300	3000000	3000000000	494726400000	2.0833333333333335	47	047	X'2F2F2F'	X'2F'
48	1	2	200	2000000	2000000000	494812800000	2.0408163265306123	48	048	X'30303030'	X'30'
49	0	1	100	1000000	1000000000	494899200000	2.0	49	049	X'3131313131'	X'31'
50	1	0	0	0	0	494985600000	1.9607843137254901	50	050	X'32'	X'32'
51	0	-1	-100	-1000000	-1000000000	495072000000	1.9230769230769231	51	051	X'3333'	X'33'
52	1	-2	-200	-2000000	-2000000000	495158400000	1.8867924528301887	52	052	X'343434'	X'34'
53	0	-3	-300	-3000000	-3000000000	495244800000	1.8518518518518519	53	053	X'35353535'	X'35'
54	1	-4	-400	-4000000	-4000000000	495331200000	1.8181818181818181	54	054	X'3636363636'	X'36'
55	0	-5	-500	-5000000	-5000000000	495417600000	1.7857142857142858	55	055	X'37'	X'37'
56	1	-6	-600	-6000000	-6000000000	495504000000	1.7543859649122806	56	056	X'3838'	X'38'
57	0	-7	-700	-7000000	-7000000000	495590400000	1.7241379310344827	57	057	X'393939'	X'39'
58	1	-8	-800	-8000000	-8000000000	495676800000	1.694915254237288	58	058	X'3A3A3A3A'	X'3A'
59	0	-9	-900	-9000000	-9000000000	495763200000	1.6666666666666667	59	059	X'3B3B3B3B3B'	X'3B'
60	1	-10	-1000	-10000000	-10000000000	495849600000	1.639344262295082	60	060	X'3C'	X'3C'
61	0	-11	-1100	-11000000	-11000000000	495936000000	1.6129032258064515	61	061	X'3D3D'	X'3D'
62	1	-12	-1200	-12000000	-12000000000	496022400000	1.5873015873015872	62	062	X'3E3E3E'	X'3E'
63	0	-13	-1300	-13000000	-13000000000	496108800000	1.5625	63	063	X'3F3F3F3F'	X'3F'
64	1	-14	-1400	-14000000	-14000000000	496195200000	1.5384615384615385	64	064	X'4040404040'	X'40'
65	0	-15	-1500	-15000000	-15000000000	496281600000	1.5151515151515151	65	065	X'41'	X'41'
66	1	-16	-1600	-16000000	-16000000000	496368000000	1.492537313432836	66	066	X'4242'	X'42'
67	0	-17	-1700	-17000000	-17000000000	496454400000	1.4705882352941178	67	067	X'434343'	X'43'
68	1	-18	-1800	-18000000	-18000000000	496540800000	1.4492753623188406	68	068	X'44444444'	X'44'
69	0	-19	-1900	-19000000	-19000000000	496627200000	1.4285714285714286	69	069	X'4545454545'	X'45'
70	1	-20	-2000	-20000000	-20000000000	496713600000	1.408450704225352	70	070	X'46'	X'46'
71	0	-21	-2100	-21000000	-21000000000	496800000000	1.3888888888888888	71	071	X'4747'	X'47'
72	1	-22	-2200	-22000000	-22000000000	496886400000	1.36986301369863	72	072	X'484848'	X'48'
73	0	-23	-2300	-23000000	-23000000000	496972800000	1.3513513513513513	73	073	X'49494949'	X'49'
74	1	-24	-2400	-24000000	-24000000000	497059200000	1.3333333333333333	74	074	X'4A4A4A4A4A'	X'4A'
75	0	-25	-2500	-25000000	-25000000000	497145600000	1.3157894736842106	75	075	X'4B'	X'4B'
76	1	-26	-2600	-26000000	-26000000000	497232000000	1.2987012987012987	76	076	X'4C4C'	X'4C'
77	0	-27	-2700	-27000000	-27000000000	497318400000	1.2820512820512822	77	077	X'4D4D4D'	X'4D'
78	1	-28	-2800	-28000000	-28000000000	497404800000	1.2658227848101267	78	078	X'4E4E4E4E'	X'4E'
79	0	-29	-2900	-29000000	-29000000000	497491200000	1.25	79	079	X'4F4F4F4F4F'	X'4F'
80	1	-30	-3000	-30000000	-30000000000	497577600000	1.2345679012345678	80	080	X'50'	X'50'
81	0	-31	-3100	-31000000	-31000000000	497664000000	1.2195121951219512	81	081	X'5151'	X'51'
82	1	-32	-3200	-32000000	-32000000000	497750400000	1.2048192771084338	82	082	X'525252'	X'52'
83	0	-33	-3300	-33000000	-33000000000	497836800000	1.1904761904761905	83	083	X'53535353'	X'53'
84	1	-34	-3400	-34000000	-34000000000	497923200000	1.1764705882352942	84	084	X'5454545454'	X'54'
85	0	-35	-3500	-35000000	-35000000000	498009600000	1.1627906976744187	85	085	X'55'	X'55'
86	1	-36	-3600	-36000000	-36000000000	498096000000	1.1494252873563218	86	086	X'5656'	X'56'
87	0	-37	-3700	-37000000	-37000000000	498182400000	1.1363636363636365	87	087	X'575757'	X'57'
88	1	-38	-3800	-38000000	-38000000000	498268800000	1.1235955056179776	88	088	X'58585858'	X'58'
89	0	-39	-3900	-39000000	-39000000000	498355200000	1.1111111111111112	89	089	X'5959595959'	X'59'
90	1	-40	-4000	-40000000	-40000000000	498441600000	1.098901098901099	90	090	X'5A'	X'5A'
91	0	-41	-4100	-41000000	-41000000000	498528000000	1.0869565217391304	91	091	X'5B5B'	X'5B'
92	1	-42	-4200	-42000000	-42000000000	498614400000	1.075268817204301	92	092	X'5C5C5C'	X'5C'
93	0	-43	-4300	-43000000	-43000000000	498700800000	1.0638297872340425	93	093	X'5D5D5D5D'	X'5D'
94	1	-44	-4400	-44000000	-44000000000	498787200000	1.0526315789473684	94	094	X'5E5E5E5E5E'	X'5E'
95	0	-45	-4500	-45000000	-45000000000	498873600000	1.0416666666666667	95	095	X'5F'	X'5F'
96	1	-46	-4600	-46000000	-46000000000	498960000000	1.0309278350515463	96	096	X'6060'	X'60'
97	0	-47	-4700	-47000000	-47000000000	499046400000	1.0204081632653061	97	097	X'616161'	X'61'
98	1	-48	-4800	-48000000	-48000000000	499132800000	1.0101010101010102	98	098	X'62626262'	X'62'
99	0	-49	-4900	-49000000	-49000000000	499219200000	1	99	099	X'6363636363'	X'63'
